avgGas,timestamp,samples,open,close,high,low
83724.571045,2024-12-16 20:36:39.357000+00:00,60,18.8031,21.2107,26.1278,16.1916
81005.87198666664,2024-12-16 19:36:35.613000+00:00,60,21.4276,29.4217,31.1153,18.0
81362.9759933333,2024-12-16 18:36:30.971000+00:00,60,32.7409,26.2534,41.1946,22.8724
79611.40499666668,2024-12-16 17:36:26.194000+00:00,60,25.5667,26.2536,39.9298,21.0876
79235.21210000002,2024-12-16 16:36:20.526000+00:00,60,28.4324,33.4642,46.5651,24.5719
80264.44761,2024-12-16 15:36:17.351000+00:00,60,31.5826,21.5623,45.137,18.9261
83591.49345333333,2024-12-16 14:36:13.425000+00:00,60,22.9808,17.1129,28.4824,16.4973
83451.974915,2024-12-16 13:36:09.249000+00:00,60,15.0,12.5907,19.5678,12.1197
81372.579985,2024-12-16 12:36:05.871000+00:00,60,14.6274,12.0,15.4277,10.7427
83873.16062833335,2024-12-16 11:36:01.701000+00:00,60,11.4679,14.0659,17.9679,10.5246
84353.53881999997,2024-12-16 10:35:57.922000+00:00,60,14.5905,12.4015,17.5388,10.9267
82423.82195833331,2024-12-16 09:35:54.881000+00:00,60,13.1946,10.3981,13.9179,8.9648
79826.665235,2024-12-16 08:35:52.179000+00:00,60,9.9017,9.1869,11.9185,7.1216
86212.48151525421,2024-12-16 07:36:48.867000+00:00,59,8.2922,7.2378,19.5592,6.743
89765.79590333332,2024-12-16 06:36:46.334000+00:00,60,7.2096,8.8298,9.6193,6.2234
89927.4717416667,2024-12-16 05:36:43.737000+00:00,60,7.4008,12.0356,12.0356,7.0
90657.0798933333,2024-12-16 04:36:40.893000+00:00,60,12.9068,10.1358,15.4136,7.6544
89375.83316500002,2024-12-16 03:36:37.819000+00:00,60,9.1556,12.0,13.7118,8.5381
91590.63758500005,2024-12-16 02:36:35.230000+00:00,60,11.4897,13.7658,24.7474,9.0
87958.78630166667,2024-12-16 01:36:31.406000+00:00,60,13.9967,12.5928,16.409,9.157
86517.711615,2024-12-16 00:36:07.508000+00:00,60,11.6722,11.7796,18.2999,11.1548
90851.61472666665,2024-12-15 23:36:02.815000+00:00,60,11.4011,14.3868,16.8153,9.8261
89639.99917118646,2024-12-15 22:36:44.899000+00:00,59,15.1429,9.1037,16.6784,6.5
88684.42695666665,2024-12-15 21:36:40.260000+00:00,60,10.6715,14.658,14.8443,9.0
85301.79899000002,2024-12-15 20:36:28.235000+00:00,60,12.9378,11.4749,14.2043,9.0
86939.27981666666,2024-12-15 19:36:24.110000+00:00,60,11.6987,12.0033,12.8068,8.8903
88219.21824166668,2024-12-15 18:36:18.922000+00:00,60,11.0173,9.6754,12.5959,7.818
85712.44772666668,2024-12-15 17:36:14.919000+00:00,60,9.0144,10.0,15.5706,7.9166
81289.25392999999,2024-12-15 16:36:12.111000+00:00,60,11.1,12.5811,14.184,9.0
83104.64778166666,2024-12-15 15:36:08.631000+00:00,60,11.3639,10.3,12.6842,9.0
85546.85266499998,2024-12-15 14:36:05.336000+00:00,60,10.5052,10.0,12.3652,8.3579
88660.20334000001,2024-12-15 13:36:01.751000+00:00,60,10.8849,9.315,12.1577,7.2762
90098.86524333332,2024-12-15 12:35:58.217000+00:00,60,8.6757,6.4217,11.7057,5.8423
88373.92961166668,2024-12-15 11:35:54.062000+00:00,60,6.7039,6.3381,7.9,5.0
91174.147840678,2024-12-15 10:36:48.032000+00:00,59,6.111,5.5108,7.5616,4.8139
89265.36076666668,2024-12-15 09:36:44.348000+00:00,60,6.2383,5.8793,7.1537,4.9903
87638.5553366667,2024-12-15 08:36:41.081000+00:00,60,5.9275,5.6953,7.6372,4.89
93728.07236666666,2024-12-15 07:36:37.572000+00:00,60,6.26,6.4452,8.668,5.0167
93113.76180000002,2024-12-15 06:36:32.290000+00:00,60,6.5434,5.2504,7.9582,5.0167
87780.19686666668,2024-12-15 05:36:27.600000+00:00,60,5.6615,7.1501,8.4936,5.0
115845.66189000003,2024-12-15 04:36:24.689000+00:00,60,8.5801,8.8,9.3311,6.6922
111584.25244666668,2024-12-15 03:36:21.455000+00:00,60,8.4062,8.4422,23.1573,7.1539
101310.0102583333,2024-12-15 02:36:18.067000+00:00,60,8.0,8.0,9.0304,5.9299
96491.01740999996,2024-12-15 01:36:13.500000+00:00,60,9.6849,7.3532,9.8418,6.9343
91938.19817333334,2024-12-15 00:36:10.131000+00:00,60,7.2043,7.6576,9.6191,5.927
90162.56238499997,2024-12-14 23:36:07.130000+00:00,60,6.7146,7.4089,10.5275,6.0
88754.92617333333,2024-12-14 22:36:00.749000+00:00,60,8.3454,16.3836,17.057,6.5253
86913.65301666669,2024-12-14 21:35:56.199000+00:00,60,16.6406,7.3002,16.9951,6.4799
84891.30176,2024-12-14 20:35:52.200000+00:00,60,8.3,7.2034,10.2097,6.2824
83082.48767627118,2024-12-14 19:36:46.479000+00:00,59,7.9939,8.1032,9.2378,6.3923
83187.69330833337,2024-12-14 18:36:42.615000+00:00,60,7.8014,9.7742,11.0671,7.0
84987.906675,2024-12-14 17:36:39.539000+00:00,60,10.4421,9.9272,12.9463,8.0032
84871.01948000003,2024-12-14 16:36:36.358000+00:00,60,11.0498,10.8313,12.4557,7.7977
85833.15358499998,2024-12-14 15:36:32.859000+00:00,60,10.4435,12.09,13.6987,9.0
87075.45755333331,2024-12-14 14:36:29.566000+00:00,60,11.0,10.5161,13.052,7.8383
86239.81218166664,2024-12-14 13:36:25.360000+00:00,60,9.2501,8.698,11.2347,7.4864
84308.28293499998,2024-12-14 12:36:20.024000+00:00,60,10.7066,9.3728,12.5631,7.3055
87051.69379666667,2024-12-14 11:36:15.004000+00:00,60,9.363,9.0,11.5126,6.6662
90241.12478666664,2024-12-14 10:36:10.997000+00:00,60,8.4324,7.334,10.3692,6.7607
86272.98993333335,2024-12-14 09:36:07.520000+00:00,60,8.7144,7.0274,10.042,6.8668
85532.55930000004,2024-12-14 08:36:02.857000+00:00,60,7.4443,7.8949,10.0524,6.9276
87975.5514266667,2024-12-14 07:35:59.695000+00:00,60,8.2916,9.0,46.6804,6.9
92641.12264333334,2024-12-14 06:35:55.883000+00:00,60,7.5619,8.4255,10.0428,7.0
91095.21863833335,2024-12-14 05:35:51.682000+00:00,60,9.1143,7.7247,19.2173,7.0086
102319.68830000001,2024-12-14 04:36:48.285000+00:00,59,7.3197,10.5381,12.092,7.3197
95192.7942366667,2024-12-14 03:36:45.403000+00:00,60,10.7223,8.0,45.0,7.4133
85780.77414000002,2024-12-14 02:36:42.448000+00:00,60,8.5473,9.0489,12.0231,8.0
86004.11197000003,2024-12-14 01:36:37.722000+00:00,60,9.5311,9.8403,12.7992,8.4209
84948.56230833332,2024-12-14 00:36:31.722000+00:00,60,10.4443,12.1801,70.0695,9.0
89235.29135999996,2024-12-13 23:36:24.602000+00:00,60,12.5872,10.3214,15.9509,9.0
87970.30377833333,2024-12-13 22:36:21.887000+00:00,60,10.0,12.0,14.5223,9.3299
86076.85663,2024-12-13 21:36:18.411000+00:00,60,12.184,13.0,15.9187,11.3279
83884.04203000004,2024-12-13 20:36:14.353000+00:00,60,13.3517,17.0,17.8699,11.5131
95470.03418333332,2024-12-13 19:36:11.366000+00:00,60,16.4017,22.6768,45.4743,13.0
90856.48270999998,2024-12-13 18:36:04.539000+00:00,60,15.6276,19.0,69.0,14.0
81366.02741833337,2024-12-13 17:36:00.568000+00:00,60,19.7569,23.9652,26.0184,17.5149
81010.87755000002,2024-12-13 16:35:55.301000+00:00,60,24.2648,31.4612,36.0,18.9589
81839.945875,2024-12-13 15:35:51.775000+00:00,60,32.6103,21.2299,38.042,18.8537
79161.92057457629,2024-12-13 14:36:48.321000+00:00,59,19.923,16.0221,25.324,14.203
80527.77190166668,2024-12-13 13:36:44.593000+00:00,60,15.4484,14.5583,19.7274,13.2053
89736.877375,2024-12-13 12:36:40.415000+00:00,60,15.1732,14.3375,22.0,12.0
82629.38935833336,2024-12-13 11:36:37.256000+00:00,60,16.0886,13.5924,17.4617,10.0
98174.36416833336,2024-12-13 10:36:33.588000+00:00,60,14.0604,11.5643,19.5144,10.3121
80014.30076666667,2024-12-13 09:36:30.083000+00:00,60,11.8119,13.8991,21.9821,10.0
80260.21323333334,2024-12-13 08:36:26.582000+00:00,60,13.4415,11.8131,25.0,10.2164
78703.43279333334,2024-12-13 07:36:22.834000+00:00,60,11.5953,11.5309,13.1551,8.7314
84800.43498333334,2024-12-13 06:36:20.278000+00:00,60,10.0,10.9979,13.5143,9.0
92833.88506666665,2024-12-13 05:36:17.066000+00:00,60,11.4979,11.0,31.392,9.6736
95838.11808,2024-12-13 04:36:13.331000+00:00,60,10.7917,11.6637,14.7606,9.7818
92384.61325666665,2024-12-13 03:36:09.595000+00:00,60,13.5897,12.2236,15.514,10.8447
90080.2312433333,2024-12-13 02:36:05.556000+00:00,60,12.2393,12.6819,15.028,10.5
91129.16194500003,2024-12-13 01:36:00.262000+00:00,60,12.5461,11.0,14.0764,10.1531
86699.30746000003,2024-12-13 00:35:54.339000+00:00,60,12.8044,12.7397,15.6632,10.0
88629.77363559318,2024-12-12 23:36:48.750000+00:00,59,11.3521,15.0,18.5226,11.3521
85763.10883499999,2024-12-12 22:36:43.485000+00:00,60,13.574,16.6368,22.3611,12.0
82990.24203333333,2024-12-12 21:36:38.210000+00:00,60,16.81,20.2061,23.4213,15.2329
82261.35500499999,2024-12-12 20:36:17.725000+00:00,60,20.0167,24.1574,30.9399,16.7973
81619.32785666668,2024-12-12 19:36:14.421000+00:00,60,24.7187,27.0,33.4265,21.2059
78954.077565,2024-12-12 18:36:09.725000+00:00,60,25.2573,24.8943,31.6722,20.0
79698.21070499999,2024-12-12 17:36:02.500000+00:00,60,28.0934,34.2195,42.0817,24.0
74754.91955833332,2024-12-12 16:35:54.896000+00:00,60,26.3335,35.2274,39.3789,22.0
74619.67290338986,2024-12-12 15:36:49.708000+00:00,59,35.7264,31.809,1005.0,29.4641
77532.25702666667,2024-12-12 14:36:44.429000+00:00,60,33.9788,27.4442,37.0329,24.5916
77000.10656833331,2024-12-12 13:36:40.443000+00:00,60,27.428,25.2531,29.1017,20.3506
75653.01560500001,2024-12-12 12:36:36.689000+00:00,60,24.8285,18.5128,27.4487,16.1926
77059.32853666667,2024-12-12 11:36:32.794000+00:00,60,14.5968,17.5291,20.4394,13.5436
76500.17140166668,2024-12-12 10:36:28.275000+00:00,60,17.6449,14.0,22.4284,13.1904
76449.26721833333,2024-12-12 09:36:25.403000+00:00,60,13.3879,17.2815,21.0961,12.7756
80762.09785333333,2024-12-12 08:36:20.593000+00:00,60,15.4398,16.0739,19.6375,11.9689
77086.86681,2024-12-12 07:35:55.953000+00:00,60,15.1696,14.4743,90.0,11.5732
84413.82460847459,2024-12-12 06:36:50.151000+00:00,59,14.5909,14.1937,16.1362,12.544
81384.17234166668,2024-12-12 05:36:43.211000+00:00,60,14.2925,15.6835,17.4067,12.8783
94917.94512333338,2024-12-12 04:36:37.810000+00:00,60,17.0,15.1738,18.3707,12.5534
86359.77872833333,2024-12-12 03:36:33.763000+00:00,60,13.391,16.3868,21.375,12.7437
89871.1518366667,2024-12-12 02:36:26.969000+00:00,60,18.3016,12.5737,20.0715,11.7047
85500.195615,2024-12-12 01:36:20.267000+00:00,60,13.9536,12.3713,16.8813,10.0
84405.64163166666,2024-12-12 00:36:14.764000+00:00,60,14.0,19.5136,21.4517,12.0
82703.90531694915,2024-12-11 23:36:23.512000+00:00,59,20.7141,16.752,25.5322,12.9434
84869.69859166666,2024-12-11 22:36:18.848000+00:00,60,14.9255,23.4448,30.0394,14.9255
83030.66402499999,2024-12-11 21:36:12.892000+00:00,60,24.8066,20.6063,30.5039,17.9287
80319.66348166668,2024-12-11 20:36:07.711000+00:00,60,22.05,27.0,32.2048,19.6873
81270.80286499999,2024-12-11 19:36:02.684000+00:00,60,25.7634,29.4369,38.7221,22.7178
79256.84883166668,2024-12-11 18:35:55.433000+00:00,60,31.6893,37.2858,51.4592,28.4291
78670.18360833335,2024-12-11 17:35:51.045000+00:00,60,37.7443,26.2096,39.9272,20.0
76216.35876440679,2024-12-11 16:36:46.836000+00:00,59,35.8864,29.0466,35.8864,22.4
76666.02246666668,2024-12-11 15:36:41.534000+00:00,60,28.756,35.3628,42.7413,25.7128
79910.53547833332,2024-12-11 14:36:37.586000+00:00,60,34.0957,24.0178,38.2878,21.0617
81608.58771333334,2024-12-11 13:36:34.359000+00:00,60,24.6388,23.4066,46.0298,19.9335
82979.34199666666,2024-12-11 12:36:31.243000+00:00,60,26.6894,18.2193,26.6894,15.014
81894.26803666665,2024-12-11 11:36:27.644000+00:00,60,16.7481,14.0501,22.5574,12.0504
79795.78528166664,2024-12-11 10:36:24.208000+00:00,60,14.0532,10.2822,15.8779,10.0
81527.19162666664,2024-12-11 09:36:20.723000+00:00,60,10.7407,14.0317,17.0211,10.3351
83150.12507333333,2024-12-11 08:36:16.854000+00:00,60,14.0,12.0,17.0736,10.3746
83194.96198833335,2024-12-11 07:36:12.814000+00:00,60,11.5381,11.2694,26.2899,9.22
88732.228915,2024-12-11 06:36:08.353000+00:00,60,10.4954,10.6068,20.0,9.0
93447.80380499997,2024-12-11 05:36:04.166000+00:00,60,11.8727,11.9206,12.8365,9.2316
100621.73774166663,2024-12-11 04:36:00.274000+00:00,60,11.3257,14.5358,15.5103,10.0
103091.464205,2024-12-11 03:35:57.469000+00:00,60,13.9838,14.6286,32.1595,10.6212
93528.93775666667,2024-12-11 02:35:54.665000+00:00,60,14.6168,15.8341,20.0,12.0
85847.51725000002,2024-12-11 01:35:51.638000+00:00,60,14.7389,13.6108,17.9968,12.1
88567.66002203393,2024-12-11 00:36:48.754000+00:00,59,14.0175,15.2594,18.1098,11.0
87389.59719000003,2024-12-10 23:36:45.502000+00:00,60,14.1794,16.453,19.5879,12.1691
83394.83404666667,2024-12-10 22:36:42.500000+00:00,60,14.4147,17.1826,37.7161,13.0
82683.68714500005,2024-12-10 21:36:32.913000+00:00,60,19.2437,24.087,24.5446,15.0
81320.37574999999,2024-12-10 20:36:28.136000+00:00,60,22.0475,22.0,26.6691,18.0793
78287.30987000001,2024-12-10 19:36:23.359000+00:00,60,23.6507,29.1887,30.6238,20.0
74432.826755,2024-12-10 18:36:19.309000+00:00,60,28.7781,32.9883,46.1953,25.0
76284.23752666665,2024-12-10 17:36:15.598000+00:00,60,36.4321,39.4031,50.5941,31.4965
73407.58080000003,2024-12-10 16:36:11.928000+00:00,60,35.0,53.39,63.598,35.0
75224.93948166665,2024-12-10 15:36:06.797000+00:00,60,55.4114,54.0091,85.5114,49.7346
72231.08680333337,2024-12-10 14:35:59.771000+00:00,60,57.1743,65.854,73.3384,46.1953
73339.80078666666,2024-12-10 13:35:55.989000+00:00,60,62.7888,19.2085,99.9233,16.7627
79114.47863333332,2024-12-10 12:35:51.490000+00:00,60,23.626,19.587,27.6086,16.1714
79749.87283220341,2024-12-10 11:36:47.746000+00:00,59,20.1598,13.7709,20.2682,11.9003
80034.23002333332,2024-12-10 10:36:44.806000+00:00,60,14.7274,15.2966,17.7409,11.2917
79573.81657833334,2024-12-10 09:36:41.859000+00:00,60,14.9026,15.5509,25.0,12.9381
84185.13578999999,2024-12-10 08:36:38.448000+00:00,60,14.9112,13.2271,17.9516,11.5573
82958.87884999998,2024-12-10 07:36:34.245000+00:00,60,12.3567,12.0944,16.0331,10.2219
92235.46282166668,2024-12-10 06:36:30.718000+00:00,60,12.2405,12.5276,16.5943,10.9754
87951.28361833337,2024-12-10 05:36:27.459000+00:00,60,11.9387,12.8149,15.6405,10.832
86832.42311000002,2024-12-10 04:36:24.367000+00:00,60,13.0924,17.0177,19.9611,12.0
82681.23909500001,2024-12-10 03:36:20.486000+00:00,60,15.9652,29.7684,32.8445,14.0
82125.05576166666,2024-12-10 02:36:15.664000+00:00,60,30.5716,24.0,38.2957,16.8417
79050.40995000002,2024-12-10 01:36:12.374000+00:00,60,23.9977,18.763,26.8471,14.8268
77552.52680666668,2024-12-10 00:36:09.336000+00:00,60,19.9392,28.0,29.4909,14.7148
77310.74589833335,2024-12-09 23:36:06.453000+00:00,60,26.8533,30.6738,38.2328,21.7588
74512.79024666667,2024-12-09 22:36:03.142000+00:00,60,29.5537,56.9316,63.3674,25.9329
80594.24175166668,2024-12-09 21:35:59.582000+00:00,60,61.3418,87.6537,89.2486,44.6095
87127.08244833334,2024-12-09 20:35:55.811000+00:00,60,81.9679,37.9,228.6228,35.1323
82174.21918000001,2024-12-09 19:35:52.190000+00:00,60,37.8138,26.7609,46.3278,21.1648
74367.35061186443,2024-12-09 18:36:48.651000+00:00,59,27.1336,30.9399,31.2402,21.0
76024.20417333333,2024-12-09 17:36:44.951000+00:00,60,27.0083,32.0,225.0888,26.0
71792.50284833332,2024-12-09 16:36:40.727000+00:00,60,34.0111,38.689,44.2145,29.1344
74816.66051833333,2024-12-09 15:36:35.570000+00:00,60,40.1983,39.8638,46.9135,31.1154
75437.05143333334,2024-12-09 14:36:29.998000+00:00,60,39.3756,38.227,45.712,33.1109
73527.79074833334,2024-12-09 13:36:25.627000+00:00,60,36.9884,39.7149,45.3931,30.2195
72025.75686666666,2024-12-09 12:36:21.116000+00:00,60,41.6787,38.7382,57.3678,34.6569
76199.15677833334,2024-12-09 11:36:17.631000+00:00,60,39.0118,10.6429,43.5448,9.3877
84542.53803666665,2024-12-09 10:36:14.638000+00:00,60,12.1776,11.0,13.5826,8.8428
81184.24051166668,2024-12-09 09:36:11.349000+00:00,60,11.006,11.263,14.9655,8.918
84974.454905,2024-12-09 08:36:08.399000+00:00,60,12.6328,11.1493,14.3793,9.4563
93117.309615,2024-12-09 07:36:05.194000+00:00,60,11.4127,10.2816,12.161,7.9077
98861.45893166664,2024-12-09 06:36:01.691000+00:00,60,9.5033,10.7576,12.5083,8.502
107275.90281166666,2024-12-09 05:35:58.296000+00:00,60,10.8,10.0,11.5605,8.4017
99484.86045000004,2024-12-09 04:35:54.746000+00:00,60,9.2759,10.5658,13.1532,8.0
93160.29867666664,2024-12-09 03:35:52.048000+00:00,60,11.0484,10.8948,13.871,8.9454
93499.95959661013,2024-12-09 02:36:49.209000+00:00,59,9.3134,11.2599,11.9585,8.0
88166.42077,2024-12-09 01:36:45.177000+00:00,60,10.7075,12.3608,16.208,10.0
85989.00804333335,2024-12-09 00:36:42.307000+00:00,60,12.2035,29.3799,29.3799,10.7092
91406.09203666667,2024-12-08 23:36:37.439000+00:00,60,29.1178,12.0798,31.0774,7.9267
90616.626965,2024-12-08 22:36:30.768000+00:00,60,11.5384,10.7932,30.0,8.9086
87101.87047333336,2024-12-08 21:36:23.614000+00:00,60,9.9951,10.8753,12.8113,8.6815
87408.55259666666,2024-12-08 20:36:19.185000+00:00,60,12.1488,10.6803,16.1643,9.0
85405.12489000004,2024-12-08 19:36:14.678000+00:00,60,11.7973,15.0586,16.9645,9.7252
87523.13584999998,2024-12-08 18:36:09.546000+00:00,60,13.551,12.0,16.33,9.6274
80830.88576333332,2024-12-08 17:36:03.928000+00:00,60,12.1711,13.0,16.468,10.6736
82727.77265666667,2024-12-08 16:35:58.148000+00:00,60,13.9993,15.0669,17.1689,11.8385
81724.958425,2024-12-08 15:35:52.475000+00:00,60,14.6724,13.6064,17.9324,9.99
83716.59444745765,2024-12-08 14:36:48.072000+00:00,59,13.3104,11.1225,16.4043,10.0
84866.42400999997,2024-12-08 13:36:41.270000+00:00,60,11.1302,12.4573,14.143,9.6856
88680.50231666668,2024-12-08 12:36:36.819000+00:00,60,13.0764,9.3635,16.3256,7.5072
89919.52491333336,2024-12-08 11:36:32.921000+00:00,60,8.5783,9.7114,200.0,7.5194
86872.45865333333,2024-12-08 10:36:28.929000+00:00,60,8.2579,8.1526,9.8476,6.5015
95475.69826833336,2024-12-08 09:36:26.062000+00:00,60,8.0278,8.6105,10.9866,7.0
95956.03991333333,2024-12-08 08:36:21.825000+00:00,60,9.0671,8.3858,10.4324,7.3991
98723.51841666667,2024-12-08 07:36:18.265000+00:00,60,9.1982,9.6424,10.8214,7.7679
99037.83475499999,2024-12-08 06:36:13.865000+00:00,60,8.362,8.5808,10.11,6.5413
92482.35517166667,2024-12-08 05:36:11.230000+00:00,60,8.6071,7.7658,9.1753,6.6947
89475.21877666665,2024-12-08 04:36:06.825000+00:00,60,9.0648,8.0292,108.01,6.6609
89377.50287166663,2024-12-08 03:36:03.959000+00:00,60,7.954,8.4895,10.5592,7.0
96958.44098333335,2024-12-08 02:36:00.600000+00:00,60,9.223,8.3679,19.1883,7.6747
92858.93485333331,2024-12-08 01:35:55.742000+00:00,60,9.2854,10.674,11.4183,7.9746
94867.10983666666,2024-12-08 00:35:51.354000+00:00,60,10.4439,10.6094,12.7445,8.3114
92353.40663898303,2024-12-07 23:36:48.946000+00:00,59,9.599,11.1,13.8945,9.0
88719.06284833331,2024-12-07 22:36:45.985000+00:00,60,11.0,12.4653,13.6729,9.3309
86255.96970499997,2024-12-07 21:36:40.616000+00:00,60,13.1059,11.9192,14.9843,10.0
80647.5201033333,2024-12-07 20:36:37.630000+00:00,60,12.3351,14.6202,16.4059,11.0
81644.14643999998,2024-12-07 19:36:34.728000+00:00,60,15.2491,14.5036,17.2514,12.0
80308.00047333332,2024-12-07 18:36:31.087000+00:00,60,13.9648,19.2528,19.2528,12.0
81099.52304999996,2024-12-07 17:36:26.622000+00:00,60,16.0193,15.0,20.2646,12.7284
77199.6079583333,2024-12-07 16:36:22.165000+00:00,60,15.2633,17.8065,20.2122,13.7928
80732.32291333334,2024-12-07 15:36:18.604000+00:00,60,16.0,13.2612,19.2824,11.7579
82839.45204499997,2024-12-07 14:35:58.295000+00:00,60,12.6876,14.0,17.8394,12.0
84729.4704183333,2024-12-07 13:35:54.709000+00:00,60,14.2868,12.0491,15.54,11.3959
86301.23029661016,2024-12-07 12:36:27.917000+00:00,59,11.9105,10.9826,14.1884,10.2214
88869.00034000003,2024-12-07 11:36:25.114000+00:00,60,11.3779,12.3583,60.0996,9.8514
85910.85265166665,2024-12-07 10:36:21.820000+00:00,60,11.1687,11.9346,14.1636,10.0
84503.80183166666,2024-12-07 09:36:17.834000+00:00,60,13.8631,12.5805,14.6441,10.2565
90997.8512883333,2024-12-07 08:36:14.200000+00:00,60,13.0,12.0,14.42,9.8098
99337.54043333333,2024-12-07 07:36:11.071000+00:00,60,12.0723,10.8813,19.8438,10.0898
94369.2054416667,2024-12-07 06:36:05.218000+00:00,60,13.0,12.4378,13.988,9.6736
110370.41977500003,2024-12-07 05:36:00.283000+00:00,60,12.8466,13.6767,16.1064,11.7246
103113.30639499999,2024-12-07 04:35:55.682000+00:00,60,13.9059,11.2142,16.1183,10.2689
90512.3865733333,2024-12-07 03:35:52.159000+00:00,60,12.5891,12.0,13.8115,10.0
88590.16418305082,2024-12-07 02:36:48.364000+00:00,59,12.3831,12.797,15.2477,10.4616
94898.030315,2024-12-07 01:36:45.178000+00:00,60,12.4377,13.6704,16.162,11.8333
86622.454745,2024-12-07 00:36:40.898000+00:00,60,13.8461,16.0,18.9405,12.544
85884.14146000001,2024-12-06 23:36:36.508000+00:00,60,16.1937,16.5887,18.3527,13.0868
81710.60825333335,2024-12-06 22:36:30.676000+00:00,60,17.3,19.6669,21.0219,15.0
80075.08607166666,2024-12-06 21:36:24.349000+00:00,60,19.3795,22.0,27.0451,17.6671
77370.59560166668,2024-12-06 20:36:19.732000+00:00,60,23.7125,47.6449,54.2271,20.7254
80073.01064166665,2024-12-06 19:36:14.170000+00:00,60,52.3995,31.0,54.5379,24.0
80935.46106000002,2024-12-06 18:36:09.390000+00:00,60,32.2681,25.2565,55.3536,23.8631
77279.90378833332,2024-12-06 17:36:05.905000+00:00,60,24.5489,26.9263,34.1087,22.6795
77194.46164333331,2024-12-06 16:36:02.187000+00:00,60,30.974,35.652,41.2699,26.9469
73758.84223333331,2024-12-06 15:35:58.483000+00:00,60,36.2037,47.8618,52.4247,30.6672
81502.56230166668,2024-12-06 14:35:54.397000+00:00,60,51.43,21.4945,57.5068,18.7986
81217.05824833333,2024-12-06 13:35:51.421000+00:00,60,19.5973,21.7905,25.0163,17.4221
82979.04757627119,2024-12-06 12:36:48.348000+00:00,59,25.6096,13.5445,29.3477,12.4794
82530.34370500002,2024-12-06 11:36:43.800000+00:00,60,14.5659,12.6004,15.9789,11.3859
84528.52748166668,2024-12-06 10:36:40.178000+00:00,60,12.9454,16.6673,17.0033,11.3085
87127.36505666669,2024-12-06 09:36:36.535000+00:00,60,16.4297,18.0782,20.3099,12.9776
87306.82972333333,2024-12-06 08:36:33.446000+00:00,60,18.5242,18.0843,28.0,12.541
87160.59282833333,2024-12-06 07:36:29.628000+00:00,60,15.2216,12.9066,16.2656,10.9026
85069.31262499998,2024-12-06 06:36:25.327000+00:00,60,13.0437,14.468,17.7802,10.7744
87616.11636333332,2024-12-06 05:36:20.918000+00:00,60,15.1475,14.9582,16.6886,11.0
86651.87279999998,2024-12-06 04:36:16.600000+00:00,60,14.0999,13.5122,18.1822,11.7796
90451.40626833332,2024-12-06 03:36:12.865000+00:00,60,14.9511,16.1948,19.9286,13.0
84054.17729333333,2024-12-06 02:36:09.813000+00:00,60,17.7566,16.3448,23.0812,14.44
87624.59830666668,2024-12-06 01:36:06.477000+00:00,60,16.9331,23.5359,32.5175,15.6304
84241.89662166666,2024-12-06 00:36:02.733000+00:00,60,21.8697,17.0014,40.0,14.8245
85540.59435500001,2024-12-05 23:35:57.916000+00:00,60,18.3681,20.0951,22.8372,14.0
85105.95347333331,2024-12-05 22:35:54.022000+00:00,60,21.2,36.244,41.9935,21.2
87614.66528305084,2024-12-05 21:36:45.330000+00:00,59,39.2385,20.2211,74.8907,18.0
